time_s,x_m,y_m,error,line_seen,steering_rad_s,deviation_m,progress_m
0.1,0.8039783421713721,-0.016597918797678846,0.1875957590243304,True,-0.3751915180486608,0.0042676401574851894,0.016377076300550186
0.2,0.8031036836419722,-0.02613350242879368,0.33641317223406786,True,-0.8216437576778732,0.0035596667909371747,0.025926482378484828
0.30000000000000004,0.8033328359454694,-0.036447826762228346,0.2597069597069597,True,-0.44270770688681116,0.004004198084251947,0.0360949327295228
0.4,0.8003146363121713,-0.04673698344017463,0.32186613555434845,True,-0.7058914469560857,0.0015317203189988756,0.04652868219316719
0.5,0.7997015283107064,-0.057266120941438965,0.1789652247667514,True,-0.21502953874590572,0.0014736313374502186,0.05707549515311916
0.6000000000000001,0.7965633859764916,-0.06739912360401966,0.23581048581048586,True,-0.5284662326647062,0.0011268415787171414,0.06735961985490757
0.7000000000000001,0.7959704570588291,-0.07795270164669617,0.11208791208791208,True,-0.10045325045325038,0.000888450521440697,0.07796667675042901
0.8,0.7927397475216151,-0.08799479232003321,0.18059299191374664,True,-0.4296910636533279,0.003217740401661216,0.08825528588185527
0.9,0.7923037306800802,-0.09883125551260863,0.06958778441668165,True,-0.0281703613362983,0.0026930005519921816,0.0990878152863992
1.0,0.7895087837569932,-0.1087702590551087,0.17049912487174837,True,-0.44190959019856346,0.00443976530837203,0.10940363406785547
1.1,0.7892530319333415,-0.11913761402374289,0.08497434061343839,True,-0.08442389696856681,0.003391743243914513,0.1197210517580225
1.2000000000000002,0.7864447350052023,-0.12909549766323467,0.19521440416962813,True,-0.500668871895446,0.004927478938783391,0.12995274243404298
1.3,0.7857744439825747,-0.13938790095305603,0.12508884150675192,True,-0.18005212035062765,0.004262469604453022,0.14041561317095885
1.4000000000000001,0.7820809299428647,-0.14926921602710852,0.19883040935672516,True,-0.4714023865634236,0.006282021516272944,0.15076954206919346
1.5,0.7813230295004197,-0.15961513384229023,0.10808190960862715,True,-0.1254153194691563,0.005329519991016683,0.16109936149469828
1.6,0.7781361804512837,-0.16941162835986587,0.22198879551820727,True,-0.5578844769459946,0.006863232628359388,0.17128636484410986
1.7000000000000002,0.7769495492954991,-0.17965300487569,0.1513150272274359,True,-0.2319562861641004,0.005986240072742214,0.18184097756686812
1.8,0.772989191214836,-0.18884524963744118,0.25010101010101,True,-0.5989880030755941,0.007974717811234096,0.19165055228601569
1.9000000000000001,0.7712868288628323,-0.19947627151620345,0.15332286760858185,True,-0.20986759272473557,0.007457882227047016,0.20240460011663108
2.0,0.7670509912242737,-0.20850918362058643,0.24646152082975176,True,-0.5860616948806734,0.009453023640155801,0.212547079125871
2.1,0.7653521894437209,-0.21876922076158195,0.15297401011686734,True,-0.21246050952085027,0.008541748615110227,0.22290680245484795
2.2,0.7612529063965214,-0.22831254822760702,0.26815265113137454,True,-0.6514839432772563,0.010133825681938852,0.23317054988150065
2.3000000000000003,0.7588584942082304,-0.2383092272695451,0.20951251200361523,True,-0.3603848848794712,0.009662391102299368,0.24393079992812394
2.4000000000000004,0.7534055847474942,-0.24748021603121967,0.299817487970798,True,-0.6899399519087788,0.012151559828281255,0.25430602501037347
2.5,0.750401763898497,-0.25797651416678113,0.19091406677613584,True,-0.2729247123576095,0.011908848528649112,0.2652209828879144
2.6,0.7453417633156321,-0.2670560824347628,0.3075933075933075,True,-0.7318658560037866,0.013648043502482832,0.2761434846727546
2.7,0.7420441884081819,-0.27681824027448926,0.24536368980813422,True,-0.42849776183109517,0.01334490367274086,0.28644308817005504
2.8000000000000003,0.736509570917945,-0.28557889154926985,0.35870961113679567,True,-0.8307651436022527,0.01548746223624795,0.296581650411492
2.9000000000000004,0.7324649050391902,-0.2950348612701662,0.30505792885214095,True,-0.5564641754196271,0.015424965005052079,0.30780290384045417
3.0,0.7261691168602712,-0.3034349506867212,0.4131853150258059,True,-0.9344980162252767,0.01779365888279955,0.3180297186091616
3.1,0.7213587241638911,-0.3125475770436892,0.36241802110065585,True,-0.6740687482761616,0.018338132736052188,0.3295582341680392
3.2,0.713932867410434,-0.3201155819223359,0.4526384791871517,True,-0.9954974164607993,0.021396049729983265,0.33971043540837664
3.3000000000000003,0.7085094438941619,-0.3289905236751815,0.38567381626871716,True,-0.7043829696189998,0.022073529034978813,0.3500892183594049
3.4000000000000004,0.7002878253170804,-0.33621273007653935,0.465222823823407,True,-1.009994655201504,0.025393382229633592,0.3622710829318927
3.5,0.6936887379347589,-0.34422394294033754,0.43334659769200157,True,-0.8348169692525977,0.026730796216480213,0.3725637409781113
3.6,0.6854545676866133,-0.3511427845003544,0.47136770145619716,True,-0.98075650667659,0.029612397249081147,0.38537906723844717
3.7,0.6776438591626182,-0.3582046792868332,0.4676721128334032,True,-0.9316486370440125,0.03159503659935566,0.39572056939378486
3.8000000000000003,0.6690028439065823,-0.36454607980119713,0.4951009210268469,True,-1.0176306502471375,0.034297593649447324,0.40935200616927414
3.9000000000000004,0.6602406763985047,-0.3706239260744288,0.510002519526329,True,-1.0349066375521403,0.03663057213818651,0.419757437738014
4.0,0.6510654318117078,-0.37617164367463357,0.5304101838755304,True,-1.0812280321002623,0.03908794535325316,0.4343492738569914
4.1000000000000005,0.6414900357201551,-0.3811417986658512,0.557989049278248,True,-1.1435569639592136,0.04164365886833756,0.44483063728813255
4.2,0.6317559218295871,-0.38571106778595093,0.5740740740740742,True,-1.1642331729439745,0.043635076067284055,0.46047654326592236
4.3,0.6217228725444567,-0.38969611467590703,0.5916305916305915,True,-1.2008177008177003,0.04566390636784699,0.4769527088004435
4.4,0.611478132201948,-0.3931430429610679,0.6072526507309117,True,-1.2301273605621437,0.04721247175191275,0.4876502769605322
4.5,0.6009681117854753,-0.3959149441096746,0.6283068783068783,True,-1.2776679841897232,0.048282661940894284,0.5049041266307528
